universe_index,family,taxon
2417,ASTERACEAE,Sonchus asper subsp. glaucescens
2418,ASTERACEAE,Sonchus maritimus
2419,ASTERACEAE,Sonchus oleraceus
2420,ASTERACEAE,Sonchus tenerrimus
2421,ROSACEAE,Sorbus aria
2422,ROSACEAE,Sorbus aria subsp. aria
2423,ROSACEAE,Sorbus aucuparia
2424,ROSACEAE,Sorbus domestica
2425,ROSACEAE,Sorbus intermedia
2426,ROSACEAE,Sorbus mougeotii
2427,ROSACEAE,Sorbus torminalis
2428,POACEAE,Sorghum halepense
2429,TYPHACEAE,Sparganium angustifolium
2430,TYPHACEAE,Sparganium emersum
2431,TYPHACEAE,Sparganium erectum
2432,FABACEAE,Spartium junceum
2433,CARYOPHYLLACEAE,Spergula arvensis
2434,CARYOPHYLLACEAE,Spergula bocconei
2435,CARYOPHYLLACEAE,Spergula capillacea
2436,CARYOPHYLLACEAE,Spergula diandra
2437,CARYOPHYLLACEAE,Spergula marina
2438,CARYOPHYLLACEAE,Spergula media
2439,CARYOPHYLLACEAE,Spergula morisonii
2440,CARYOPHYLLACEAE,Spergula pentandra
2441,CARYOPHYLLACEAE,Spergula rubra
2442,CARYOPHYLLACEAE,Spergularia diandra
2443,CARYOPHYLLACEAE,Spergularia marina
2444,CARYOPHYLLACEAE,Spergularia media
2445,CARYOPHYLLACEAE,Spergularia rubra
2446,POACEAE,Sphenopus divaricatus
2447,ROSACEAE,Spiraea hypericifolia subsp. obovata
2448,ORCHIDACEAE,Spiranthes aestivalis
2449,ORCHIDACEAE,Spiranthes spiralis
2450,POACEAE,Sporobolus indicus
2451,LAMIACEAE,Stachys alpina
2452,LAMIACEAE,Stachys germanica
2453,LAMIACEAE,Stachys heraclea
2454,LAMIACEAE,Stachys recta subsp. recta
2455,LAMIACEAE,Stachys sylvatica
2456,ASTERACEAE,Staehelina dubia
2457,CARYOPHYLLACEAE,Stellaria alsine
2458,CARYOPHYLLACEAE,Stellaria graminea
2459,CARYOPHYLLACEAE,Stellaria holostea
2460,CARYOPHYLLACEAE,Stellaria media
2461,CARYOPHYLLACEAE,Stellaria neglecta
2462,CARYOPHYLLACEAE,Stellaria nemorum subsp. montana
2463,CARYOPHYLLACEAE,Stellaria pallida
2464,POACEAE,Stipa barbata
2465,POACEAE,Stipa gigantea subsp. gigantea
2466,POACEAE,Stipa iberica
2467,POACEAE,Stipa lagascae
2468,POACEAE,Stipa offneri
2469,POACEAE,Stipa parviflora
2470,LILIACEAE,Streptopus amplexifolius
2471,AMARANTHACEAE,Suaeda spicata
2472,AMARANTHACEAE,Suaeda vera subsp. braun-blanquetii
2473,CAPRIFOLIACEAE,Succisa pratensis
2474,BORAGINACEAE,Symphytum officinale
2475,BORAGINACEAE,Symphytum tuberosum
2476,POACEAE,Taeniatherum caput-medusae
2477,TAMARICACEAE,Tamarix africana
2478,TAMARICACEAE,Tamarix canariensis
2479,TAMARICACEAE,Tamarix gallica
2480,TAMARICACEAE,Tamarix parviflora
2481,DIOSCOREACEAE,Tamus communis
2482,ASTERACEAE,Tanacetum corymbosum
2483,ASTERACEAE,Tanacetum corymbosum subsp. corymbosum
2484,ASTERACEAE,Tanacetum parthenium
2485,ASTERACEAE,Taraxacum ciliare
2486,ASTERACEAE,Taraxacum elegantius
2487,ASTERACEAE,Taraxacum gasparrinii
2488,ASTERACEAE,Taraxacum gr.
2489,ASTERACEAE,Taraxacum malato-belizii
2490,ASTERACEAE,Taraxacum marginellum
2491,ASTERACEAE,Taraxacum obovatum
2492,ASTERACEAE,Taraxacum pinto-silvae
2493,ASTERACEAE,Taraxacum pyropappum
2494,ASTERACEAE,Taraxacum sp.
2495,TAXACEAE,Taxus baccata
2496,BRASSICACEAE,Teesdalia coronopifolia
2497,BRASSICACEAE,Teesdalia nudicaulis
2498,CARYOPHYLLACEAE,Telephium imperati
2499,FABACEAE,Tetragonolobus maritimus
2500,LAMIACEAE,Teucrium botrys
2501,LAMIACEAE,Teucrium capitatum
2502,LAMIACEAE,Teucrium chamaedrys
2503,LAMIACEAE,Teucrium gnaphalodes
2504,LAMIACEAE,Teucrium polium
2505,LAMIACEAE,Teucrium pyrenaicum
2506,LAMIACEAE,Teucrium scorodonia
2507,RANUNCULACEAE,Thalictrum minus
2508,RANUNCULACEAE,Thalictrum minus subsp. minus
2509,RANUNCULACEAE,Thalictrum tuberosum
2510,APIACEAE,Thapsia dissecta
2511,APIACEAE,Thapsia villosa
2512,THELYPTERIDACEAE,Thelypteris limbosperma
2513,SANTALACEAE,Thesium humifusum
2514,BRASSICACEAE,Thlaspi arvense
2515,BRASSICACEAE,Thlaspi perfoliatum
2516,BRASSICACEAE,Thlaspi stenopterum
2517,ASTERACEAE,Thrincia hispida
2518,ASTERACEAE,Thrincia saxatilis
2519,ASTERACEAE,Thrincia tuberosa
2520,THYMELAEACEAE,Thymelaea coridifolia
2521,THYMELAEACEAE,Thymelaea passerina
2522,THYMELAEACEAE,Thymelaea pubescens
2523,THYMELAEACEAE,Thymelaea ruizii
2524,THYMELAEACEAE,Thymelaea sanamunda
2525,LAMIACEAE,Thymus loscosii
2526,LAMIACEAE,Thymus mastichina
2527,LAMIACEAE,Thymus mastigophorus
2528,LAMIACEAE,Thymus praecox
2529,LAMIACEAE,Thymus pulegioides
2530,LAMIACEAE,Thymus vulgaris
2531,LAMIACEAE,Thymus zygis
2532,MALVACEAE,Tilia platyphyllos
2533,MALVACEAE,Tilia x vulgaris
2534,ASTERACEAE,Tolpis barbata
2535,ASTERACEAE,Tolpis umbellata
2536,APIACEAE,Tordylium apulum
2537,APIACEAE,Tordylium maximum
2538,APIACEAE,Torilis arvensis subsp. arvensis
2539,APIACEAE,Torilis arvensis subsp. neglecta
2540,APIACEAE,Torilis arvensis subsp. purpurea
2541,APIACEAE,Torilis arvensis subsp. recta
2542,APIACEAE,Torilis elongata
2543,APIACEAE,Torilis japonica
2544,APIACEAE,Torilis leptophylla
2545,APIACEAE,Torilis nodosa
2546,ASTERACEAE,Tragopogon crocifolius
2547,ASTERACEAE,Tragopogon dubius
2548,ASTERACEAE,Tragopogon lamottei
2549,ASTERACEAE,Tragopogon porrifolius
2550,ASTERACEAE,Tragopogon pratensis
2551,ZYGOPHYLLACEAE,Tribulus terrestris
2552,CYPERACEAE,Trichophorum cespitosum
2553,FABACEAE,Trifolium angustifolium
2554,FABACEAE,Trifolium arvense
2555,FABACEAE,Trifolium campestre
2556,FABACEAE,Trifolium cherleri
2557,FABACEAE,Trifolium dubium
2558,FABACEAE,Trifolium fragiferum
2559,FABACEAE,Trifolium glomeratum
2560,FABACEAE,Trifolium hybridum
2561,FABACEAE,Trifolium lappaceum
2562,FABACEAE,Trifolium medium
2563,FABACEAE,Trifolium montanum
2564,FABACEAE,Trifolium ochroleucon
2565,FABACEAE,Trifolium phleoides subsp. willkommii
2566,FABACEAE,Trifolium pratense
2567,FABACEAE,Trifolium repens
2568,FABACEAE,Trifolium repens subsp. repens
2569,FABACEAE,Trifolium resupinatum
2570,FABACEAE,Trifolium retusum
2571,FABACEAE,Trifolium rubens
2572,FABACEAE,Trifolium scabrum
2573,FABACEAE,Trifolium squamosum
2574,FABACEAE,Trifolium striatum
2575,FABACEAE,Trifolium strictum
2576,FABACEAE,Trifolium subterraneum
2577,FABACEAE,Trifolium suffocatum
2578,FABACEAE,Trifolium sylvaticum
2579,FABACEAE,Trifolium tomentosum
2580,JUNCAGINACEAE,Triglochin palustris
2581,FABACEAE,Trigonella foenum-graecum
2582,FABACEAE,Trigonella gladiata
2583,FABACEAE,Trigonella monspeliaca
2584,FABACEAE,Trigonella polyceratia
2585,APIACEAE,Trinia dufourii
2586,APIACEAE,Trinia glauca
2587,APIACEAE,Trinia glauca subsp. glauca
2588,ASTERACEAE,Tripleurospermum inodorum
2589,POACEAE,Trisetaria loeflingiana
2590,POACEAE,Trisetaria ovata
2591,POACEAE,Trisetaria panicea
2592,POACEAE,Trisetaria scabriuscula
2593,POACEAE,Trisetum flavescens
2594,POACEAE,Trisetum hispidum
2595,POACEAE,Trisetum loeflingianum
2596,POACEAE,Trisetum ovatum
2597,POACEAE,Trisetum paniceum
2598,POACEAE,Triticum aestivum
2599,RANUNCULACEAE,Trollius europaeus
2600,ASTERACEAE,Trommsdorffia maculata
2601,CISTACEAE,Tuberaria guttata
2602,CISTACEAE,Tuberaria lignosa
2603,LILIACEAE,Tulipa sylvestris subsp. australis
2604,APIACEAE,Turgenia latifolia
2605,ASTERACEAE,Tussilago farfara
2606,TYPHACEAE,Typha angustifolia
2607,TYPHACEAE,Typha domingensis
2608,TYPHACEAE,Typha latifolia
2609,FABACEAE,Ulex europaeus
2610,ULMACEAE,Ulmus glabra
2611,ULMACEAE,Ulmus minor
2612,ULMACEAE,Ulmus x hollandica
2613,CRASSULACEAE,Umbilicus heylandianus
2614,CRASSULACEAE,Umbilicus rupestris
2615,URTICACEAE,Urtica dioica
2616,URTICACEAE,Urtica urens
2617,LENTIBULARIACEAE,Utricularia australis
2618,LENTIBULARIACEAE,Utricularia vulgaris
2619,CARYOPHYLLACEAE,Vaccaria hispanica
2620,ERICACEAE,Vaccinium myrtillus
2621,ERICACEAE,Vaccinium uliginosum
2622,CAPRIFOLIACEAE,Valeriana apula
2623,CAPRIFOLIACEAE,Valeriana longiflora
2624,CAPRIFOLIACEAE,Valeriana longifolia
2625,CAPRIFOLIACEAE,Valeriana montana
2626,CAPRIFOLIACEAE,Valeriana officinalis
2627,CAPRIFOLIACEAE,Valeriana officinalis subsp. tenuifolia
2628,CAPRIFOLIACEAE,Valeriana pyrenaica
2629,CAPRIFOLIACEAE,Valeriana tuberosa
2630,CAPRIFOLIACEAE,Valerianella carinata
2631,CAPRIFOLIACEAE,Valerianella coronata
2632,CAPRIFOLIACEAE,Valerianella dentata
2633,CAPRIFOLIACEAE,Valerianella discoidea
2634,CAPRIFOLIACEAE,Valerianella eriocarpa
2635,CAPRIFOLIACEAE,Valerianella fusiformis
2636,CAPRIFOLIACEAE,Valerianella locusta
2637,CAPRIFOLIACEAE,Valerianella locusta subsp. lusitanica
2638,CAPRIFOLIACEAE,Valerianella lusitanica
2639,CAPRIFOLIACEAE,Valerianella muricata
2640,CARYOPHYLLACEAE,Velezia rigida
2641,POACEAE,Ventenata dubia
2642,SCROPHULARIACEAE,Verbascum blattaria
2643,SCROPHULARIACEAE,Verbascum lychnitis
2644,SCROPHULARIACEAE,Verbascum pulverulentum
2645,SCROPHULARIACEAE,Verbascum rotundifolium subsp. ripacurcicum
2646,SCROPHULARIACEAE,Verbascum sinuatum
2647,SCROPHULARIACEAE,Verbascum thapsus
2648,SCROPHULARIACEAE,Verbascum thapsus subsp. crassifolium
2649,SCROPHULARIACEAE,Verbascum thapsus subsp. montanum
2650,SCROPHULARIACEAE,Verbascum thapsus subsp. thapsus
2651,SCROPHULARIACEAE,Verbascum virgatum
2652,VERBENACEAE,Verbena officinalis
2653,PLANTAGINACEAE,Veronica agrestis
2654,PLANTAGINACEAE,Veronica anagallis-aquatica
2655,PLANTAGINACEAE,Veronica anagalloides
2656,PLANTAGINACEAE,Veronica arvensis
2657,PLANTAGINACEAE,Veronica austriaca subsp. vahlii
2658,PLANTAGINACEAE,Veronica becabunga
2659,PLANTAGINACEAE,Veronica beccabunga
2660,PLANTAGINACEAE,Veronica chamaedrys
2661,PLANTAGINACEAE,Veronica chamaedrys subsp. chamaedrys
2662,PLANTAGINACEAE,Veronica fruticans subsp. cantabrica
2663,PLANTAGINACEAE,Veronica hederifolia
2664,PLANTAGINACEAE,Veronica hederifolia subsp. hederifolia
2665,PLANTAGINACEAE,Veronica montana
2666,PLANTAGINACEAE,Veronica officinalis
2667,PLANTAGINACEAE,Veronica persica
2668,PLANTAGINACEAE,Veronica polita
2669,PLANTAGINACEAE,Veronica ponae
2670,PLANTAGINACEAE,Veronica praecox
2671,PLANTAGINACEAE,Veronica scutellata
2672,PLANTAGINACEAE,Veronica sennenii
2673,PLANTAGINACEAE,Veronica serpyllifolia
2674,PLANTAGINACEAE,Veronica triphyllos
2675,PLANTAGINACEAE,Veronica verna
2676,CAPRIFOLIACEAE,Viburnum lantana
2677,CAPRIFOLIACEAE,Viburnum tinus
2678,FABACEAE,Vicia amphycarpa
2679,FABACEAE,Vicia angustifolia
2680,FABACEAE,Vicia benghalensis
2681,FABACEAE,Vicia bithynica
2682,FABACEAE,Vicia cracca
2683,FABACEAE,Vicia faba
2684,FABACEAE,Vicia hirsuta
2685,FABACEAE,Vicia hybrida
2686,FABACEAE,Vicia incana
2687,FABACEAE,Vicia lathyroides
2688,FABACEAE,Vicia lutea
2689,FABACEAE,Vicia monantha subsp. calcarata
2690,FABACEAE,Vicia narbonensis
2691,FABACEAE,Vicia onobrychioides
2692,FABACEAE,Vicia pannonica
2693,FABACEAE,Vicia parviflora
2694,FABACEAE,Vicia peregrina
2695,FABACEAE,Vicia pyrenaica
2696,FABACEAE,Vicia sativa
2697,FABACEAE,Vicia sativa subsp. nigra
2698,FABACEAE,Vicia sativa subsp. sativa
2699,FABACEAE,Vicia sepium
2700,FABACEAE,Vicia tenuifolia
2701,FABACEAE,Vicia tetrasperma
2702,FABACEAE,Vicia villosa
2703,APOCYNACEAE,Vinca difformis
2704,APOCYNACEAE,Vinca major subsp. major
2705,APOCYNACEAE,Vincetoxicum hirundinaria
2706,APOCYNACEAE,Vincetoxicum nigrum
2707,VIOLACEAE,Viola alba
2708,VIOLACEAE,Viola arvensis
2709,VIOLACEAE,Viola bubanii
2710,VIOLACEAE,Viola canina
2711,VIOLACEAE,Viola hirta
2712,VIOLACEAE,Viola kitaibeliana
2713,VIOLACEAE,Viola montcaunica
2714,VIOLACEAE,Viola odorata
2715,VIOLACEAE,Viola palustris
2716,VIOLACEAE,Viola reichenbachiana
2717,VIOLACEAE,Viola riviniana
2718,VIOLACEAE,Viola rupestris
2719,VIOLACEAE,Viola rupestris subsp. rupestris
2720,VIOLACEAE,Viola saxatilis
2721,VIOLACEAE,Viola suavis
2722,SANTALACEAE,Viscum album
2723,SANTALACEAE,Viscum album subsp. austriacum
2724,VITACEAE,Vitis vinifera
2725,VITACEAE,Vitis vinifera subsp. sylvestris
2726,VITACEAE,Vitis vinifera subsp. vinifera
2727,POACEAE,Vulpia bromoides
2728,POACEAE,Vulpia ciliata
2729,POACEAE,Vulpia membranacea
2730,POACEAE,Vulpia muralis
2731,POACEAE,Vulpia myuros
2732,POACEAE,Vulpia unilateralis
2733,CAMPANULACEAE,Wahlenbergia hederacea
2734,POACEAE,Wangenheimia lima
2735,ASTERACEAE,Xanthium orientale subsp. italicum
2736,ASTERACEAE,Xanthium spinosum
2737,ASTERACEAE,Xeranthemum cylindraceum
2738,ASTERACEAE,Xeranthemum inapertum
2739,CISTACEAE,Xolantha tuberaria
2740,POTAMOGETONACEAE,Zannichellia palustris
2741,POTAMOGETONACEAE,Zannichellia pedunculata
2742,POTAMOGETONACEAE,Zannichellia peltata
