universe_index,genus,family,taxon
2017,Sorbus,ROSACEAE,Sorbus latifolia
2018,Sorbus,ROSACEAE,Sorbus torminalis
2019,Spergula,CARYOPHYLLACEAE,Spergula arvensis
2020,Spergula,CARYOPHYLLACEAE,Spergula morisonii
2021,Spergularia,CARYOPHYLLACEAE,Spergularia bocconei
2022,Spergularia,CARYOPHYLLACEAE,Spergularia marina
2023,Spergularia,CARYOPHYLLACEAE,Spergularia media
2024,Spergularia,CARYOPHYLLACEAE,Spergularia purpurea
2025,Spergularia,CARYOPHYLLACEAE,Spergularia rubra
2026,Spiranthes,ORCHIDACEAE,Spiranthes aestivalis
2027,Spiranthes,ORCHIDACEAE,Spiranthes spiralis
2028,Stachys,LAMIACEAE,Stachys alpina
2029,Stachys,LAMIACEAE,Stachys annua
2030,Stachys,LAMIACEAE,Stachys arvensis
2031,Stachys,LAMIACEAE,Stachys germanica
2032,Stachys,LAMIACEAE,Stachys heraclea
2033,Stachys,LAMIACEAE,Stachys officinalis
2034,Stachys,LAMIACEAE,Stachys palustris
2035,Stachys,LAMIACEAE,Stachys recta
2036,Stachys,LAMIACEAE,Stachys sylvatica
2037,Stellaria,CARYOPHYLLACEAE,Stellaria alsine
2038,Stellaria,CARYOPHYLLACEAE,Stellaria graminea
2039,Stellaria,CARYOPHYLLACEAE,Stellaria holostea
2040,Stellaria,CARYOPHYLLACEAE,Stellaria media
2041,Stellaria,CARYOPHYLLACEAE,Stellaria nemorum
2042,Stipa,POACEAE,Stipa capillata
2043,Stipa,POACEAE,Stipa gigantea
2044,Stipa,POACEAE,Stipa iberica
2045,Stipa,POACEAE,Stipa lagascae
2046,Stipa,POACEAE,Stipa offneri
2047,Stipa,POACEAE,Stipa parviflora
2048,Stipa,POACEAE,Stipa pennata
2049,Stipa,POACEAE,Stipa tenacissima
2050,Succisa,CAPRIFOLIACEAE,Succisa pratensis
2051,Suaeda,AMARANTHACEAE,Suaeda maritima
2052,Suaeda,AMARANTHACEAE,Suaeda vera
2053,Symphytum,BORAGINACEAE,Symphytum officinale
2054,Tamus,DIOSCOREACEAE,Tamus communis
2055,Tanacetum,ASTERACEAE,Tanacetum balsamita
2056,Tanacetum,ASTERACEAE,Tanacetum corymbosum
2057,Tanacetum,ASTERACEAE,Tanacetum parthenium
2058,Tanacetum,ASTERACEAE,Tanacetum vulgare
2059,Taraxacum,ASTERACEAE,Taraxacum alpinum
2060,Taraxacum,ASTERACEAE,Taraxacum aragonicum
2061,Taraxacum,ASTERACEAE,Taraxacum erythrospermum
2062,Taraxacum,ASTERACEAE,Taraxacum officinale
2063,Taxus,TAXACEAE,Taxus baccata
2064,Teesdalia,BRASSICACEAE,Teesdalia coronopifolia
2065,Teesdalia,BRASSICACEAE,Teesdalia nudicaulis
2066,Teucrium,LAMIACEAE,Teucrium botrys
2067,Teucrium,LAMIACEAE,Teucrium capitatum
2068,Teucrium,LAMIACEAE,Teucrium chamaedrys
2069,Teucrium,LAMIACEAE,Teucrium flavum
2070,Teucrium,LAMIACEAE,Teucrium gnaphalodes
2071,Teucrium,LAMIACEAE,Teucrium montanum
2072,Teucrium,LAMIACEAE,Teucrium polium
2073,Teucrium,LAMIACEAE,Teucrium pyrenaicum
2074,Teucrium,LAMIACEAE,Teucrium scordium
2075,Teucrium,LAMIACEAE,Teucrium scorodonia
2076,Thalictrum,RANUNCULACEAE,Thalictrum aquilegiifolium
2077,Thalictrum,RANUNCULACEAE,Thalictrum flavum
2078,Thalictrum,RANUNCULACEAE,Thalictrum minus
2079,Thalictrum,RANUNCULACEAE,Thalictrum simplex
2080,Thesium,SANTALACEAE,Thesium alpinum
2081,Thesium,SANTALACEAE,Thesium divaricatum
2082,Thesium,SANTALACEAE,Thesium humifusum
2083,Thlaspi,BRASSICACEAE,Thlaspi arvense
2084,Thymus,LAMIACEAE,Thymus bracteatus
2085,Thymus,LAMIACEAE,Thymus caespititius
2086,Thymus,LAMIACEAE,Thymus communis
2087,Thymus,LAMIACEAE,Thymus loscosii
2088,Thymus,LAMIACEAE,Thymus mastichina
2089,Thymus,LAMIACEAE,Thymus mastigophorus
2090,Thymus,LAMIACEAE,Thymus pulegioides
2091,Thymus,LAMIACEAE,Thymus serpyllum
2092,Thymus,LAMIACEAE,Thymus vulgaris
2093,Thymus,LAMIACEAE,Thymus zygis
2094,Tilia,MALVACEAE,Tilia cordata
2095,Tilia,MALVACEAE,Tilia platyphyllos
2096,Tofieldia,TOFIELDIACEAE,Tofieldia calyculata
2097,Torilis,APIACEAE,Torilis arvensis
2098,Torilis,APIACEAE,Torilis japonica
2099,Torilis,APIACEAE,Torilis leptophylla
2100,Torilis,APIACEAE,Torilis nodosa
2101,Tragopogon,ASTERACEAE,Tragopogon crocifolius
2102,Tragopogon,ASTERACEAE,Tragopogon dubius
2103,Tragopogon,ASTERACEAE,Tragopogon porrifolius
2104,Tragopogon,ASTERACEAE,Tragopogon pratensis
2105,Trifolium,FABACEAE,Trifolium alpinum
2106,Trifolium,FABACEAE,Trifolium angustifolium
2107,Trifolium,FABACEAE,Trifolium arvense
2108,Trifolium,FABACEAE,Trifolium aureum
2109,Trifolium,FABACEAE,Trifolium campestre
2110,Trifolium,FABACEAE,Trifolium cherleri
2111,Trifolium,FABACEAE,Trifolium dubium
2112,Trifolium,FABACEAE,Trifolium fragiferum
2113,Trifolium,FABACEAE,Trifolium glomeratum
2114,Trifolium,FABACEAE,Trifolium hybridum
2115,Trifolium,FABACEAE,Trifolium incarnatum
2116,Trifolium,FABACEAE,Trifolium lappaceum
2117,Trifolium,FABACEAE,Trifolium medium
2118,Trifolium,FABACEAE,Trifolium michelianum
2119,Trifolium,FABACEAE,Trifolium nigrescens
2120,Trifolium,FABACEAE,Trifolium ochroleucon
2121,Trifolium,FABACEAE,Trifolium pratense
2122,Trifolium,FABACEAE,Trifolium repens
2123,Trifolium,FABACEAE,Trifolium resupinatum
2124,Trifolium,FABACEAE,Trifolium scabrum
2125,Trifolium,FABACEAE,Trifolium stellatum
2126,Trifolium,FABACEAE,Trifolium striatum
2127,Trifolium,FABACEAE,Trifolium subterraneum
2128,Trifolium,FABACEAE,Trifolium suffocatum
2129,Trifolium,FABACEAE,Trifolium tomentosum
2130,Triglochin,JUNCAGINACEAE,Triglochin maritima
2131,Triglochin,JUNCAGINACEAE,Triglochin palustris
2132,Trinia,APIACEAE,Trinia glauca
2133,Tuberaria,CISTACEAE,Tuberaria guttata
2134,Tuberaria,CISTACEAE,Tuberaria lignosa
2135,Tulipa,LILIACEAE,Tulipa australis
2136,Tulipa,LILIACEAE,Tulipa sylvestris
2137,Typha,TYPHACEAE,Typha angustifolia
2138,Typha,TYPHACEAE,Typha domingensis
2139,Typha,TYPHACEAE,Typha latifolia
2140,Ulex,FABACEAE,Ulex europaeus
2141,Ulex,FABACEAE,Ulex gallii
2142,Ulex,FABACEAE,Ulex minor
2143,Ulmus,ULMACEAE,Ulmus glabra
2144,Ulmus,ULMACEAE,Ulmus laevis
2145,Ulmus,ULMACEAE,Ulmus minor
2146,Urtica,URTICACEAE,Urtica dioica
2147,Urtica,URTICACEAE,Urtica membranacea
2148,Urtica,URTICACEAE,Urtica urens
2149,Vaccinium,ERICACEAE,Vaccinium myrtillus
2150,Vaccinium,ERICACEAE,Vaccinium uliginosum
2151,Vaccinium,ERICACEAE,Vaccinium vitis-idaea
2152,Valeriana,CAPRIFOLIACEAE,Valeriana dioica
2153,Valeriana,CAPRIFOLIACEAE,Valeriana montana
2154,Valeriana,CAPRIFOLIACEAE,Valeriana officinalis
2155,Valeriana,CAPRIFOLIACEAE,Valeriana pyrenaica
2156,Valeriana,CAPRIFOLIACEAE,Valeriana tripteris
2157,Verbascum,SCROPHULARIACEAE,Verbascum blattaria
2158,Verbascum,SCROPHULARIACEAE,Verbascum boerhavii
2159,Verbascum,SCROPHULARIACEAE,Verbascum chaixii
2160,Verbascum,SCROPHULARIACEAE,Verbascum lychnitis
2161,Verbascum,SCROPHULARIACEAE,Verbascum nigrum
2162,Verbascum,SCROPHULARIACEAE,Verbascum pulverulentum
2163,Verbascum,SCROPHULARIACEAE,Verbascum sinuatum
2164,Verbascum,SCROPHULARIACEAE,Verbascum thapsus
2165,Verbascum,SCROPHULARIACEAE,Verbascum virgatum
2166,Verbena,VERBENACEAE,Verbena officinalis
2167,Veronica,PLANTAGINACEAE,Veronica agrestis
2168,Veronica,PLANTAGINACEAE,Veronica alpina
2169,Veronica,PLANTAGINACEAE,Veronica anagallis-aquatica
2170,Veronica,PLANTAGINACEAE,Veronica anagalloides
2171,Veronica,PLANTAGINACEAE,Veronica arvensis
2172,Veronica,PLANTAGINACEAE,Veronica austriaca
2173,Veronica,PLANTAGINACEAE,Veronica beccabunga
2174,Veronica,PLANTAGINACEAE,Veronica chamaedrys
2175,Veronica,PLANTAGINACEAE,Veronica fruticans
2176,Veronica,PLANTAGINACEAE,Veronica hederifolia
2177,Veronica,PLANTAGINACEAE,Veronica montana
2178,Veronica,PLANTAGINACEAE,Veronica officinalis
2179,Veronica,PLANTAGINACEAE,Veronica persica
2180,Veronica,PLANTAGINACEAE,Veronica polita
2181,Veronica,PLANTAGINACEAE,Veronica praecox
2182,Veronica,PLANTAGINACEAE,Veronica scutellata
2183,Veronica,PLANTAGINACEAE,Veronica serpyllifolia
2184,Veronica,PLANTAGINACEAE,Veronica triphyllos
2185,Veronica,PLANTAGINACEAE,Veronica urticifolia
2186,Viburnum,ADOXACEAE,Viburnum lantana
2187,Viburnum,ADOXACEAE,Viburnum opulus
2188,Vicia,FABACEAE,Vicia angustifolia
2189,Vicia,FABACEAE,Vicia bithynica
2190,Vicia,FABACEAE,Vicia cracca
2191,Vicia,FABACEAE,Vicia disperma
2192,Vicia,FABACEAE,Vicia ervilia
2193,Vicia,FABACEAE,Vicia faba
2194,Vicia,FABACEAE,Vicia hirsuta
2195,Vicia,FABACEAE,Vicia hybrida
2196,Vicia,FABACEAE,Vicia lathyroides
2197,Vicia,FABACEAE,Vicia lutea
2198,Vicia,FABACEAE,Vicia monantha
2199,Vicia,FABACEAE,Vicia narbonensis
2200,Vicia,FABACEAE,Vicia onobrychioides
2201,Vicia,FABACEAE,Vicia orobus
2202,Vicia,FABACEAE,Vicia parviflora
2203,Vicia,FABACEAE,Vicia peregrina
2204,Vicia,FABACEAE,Vicia pyrenaica
2205,Vicia,FABACEAE,Vicia sativa
2206,Vicia,FABACEAE,Vicia sativa subsp. nigra
2207,Vicia,FABACEAE,Vicia sativa subsp. sativa
2208,Vicia,FABACEAE,Vicia sepium
2209,Vicia,FABACEAE,Vicia tenuifolia
2210,Vicia,FABACEAE,Vicia tetrasperma
2211,Vicia,FABACEAE,Vicia villosa
2212,Vinca,APOCYNACEAE,Vinca difformis
2213,Vinca,APOCYNACEAE,Vinca major
2214,Vinca,APOCYNACEAE,Vinca minor
2215,Viola,VIOLACEAE,Viola alba
2216,Viola,VIOLACEAE,Viola arvensis
2217,Viola,VIOLACEAE,Viola biflora
2218,Viola,VIOLACEAE,Viola bubanii
2219,Viola,VIOLACEAE,Viola canina
2220,Viola,VIOLACEAE,Viola cornuta
2221,Viola,VIOLACEAE,Viola hirta
2222,Viola,VIOLACEAE,Viola kitaibeliana
2223,Viola,VIOLACEAE,Viola lactea
2224,Viola,VIOLACEAE,Viola lutea
2225,Viola,VIOLACEAE,Viola odorata
2226,Viola,VIOLACEAE,Viola palustris
2227,Viola,VIOLACEAE,Viola pyrenaica
2228,Viola,VIOLACEAE,Viola reichenbachiana
2229,Viola,VIOLACEAE,Viola riviniana
2230,Viola,VIOLACEAE,Viola rupestris
2231,Viola,VIOLACEAE,Viola suavis
2232,Viola,VIOLACEAE,Viola tricolor
2233,Viola,VIOLACEAE,Viola willkommii
2234,Viscum,SANTALACEAE,Viscum album
2235,Vulpia,POACEAE,Vulpia bromoides
2236,Vulpia,POACEAE,Vulpia ciliata
2237,Vulpia,POACEAE,Vulpia geniculata
2238,Vulpia,POACEAE,Vulpia ligustica
2239,Vulpia,POACEAE,Vulpia membranacea
2240,Vulpia,POACEAE,Vulpia myuros
2241,Vulpia,POACEAE,Vulpia unilateralis
2242,Xanthium,ASTERACEAE,Xanthium italicum
2243,Xanthium,ASTERACEAE,Xanthium orientale
2244,Xanthium,ASTERACEAE,Xanthium spinosum
2245,Xanthium,ASTERACEAE,Xanthium strumarium
2246,Xolantha,CISTACEAE,Xolantha guttata
2247,Xolantha,CISTACEAE,Xolantha tuberaria
2248,Zannichellia,POTAMOGETONACEAE,Zannichellia palustris
2249,Zannichellia,POTAMOGETONACEAE,Zannichellia pedunculata
2250,Zannichellia,POTAMOGETONACEAE,Zannichellia peltata
